Rang,Name,1970,1980,1990,2000,2010,2018,Bundesland
632.,Stadtallendorf,15.832,20.243,21.136,21.656,21.247,21.456,Hessen
633.,Aichach,7.123(a),15.114,17.268,20.272,20.866,21.434,Bayern
634.,Schwetzingen,16.480,18.384,19.098,22.380,21.789,21.433,Baden-Württemberg
635.,Bad Rappenau,5.404(a),13.826,15.884,19.884,20.505,21.398,Baden-Württemberg
636.,Lindlar(*),12.780,16.991,19.307,22.341,22.074,21.396,Nordrhein-Westfalen
637.,Geseke,13.242,20.305,17.733,19.976,20.755,21.343,Nordrhein-Westfalen
638.,Soltau,15.835,18.921,19.714,21.906,21.829,21.317,Niedersachsen
639.,Quickborn,14.780,18.025,18.485,19.875,20.556,21.296,Schleswig-Holstein
640.,Seligenstadt,12.278,16.970,18.175,19.066,20.243,21.293,Hessen
641.,Schramberg,18.936,19.157,19.086,18.883,21.242,21.189,Baden-Württemberg
642.,Haar(*),11.074(a),19.682,16.518,16.975,19.430,21.185,Bayern
643.,Meiningen,25.557,25.528,25.585,22.240,21.590,21.180,Thüringen
644.,Groß-Umstadt,8.704(a),18.812,19.238,21.403,21.333,21.162,Hessen
645.,Neu Wulmstorf(*),7.515(a),12.691,15.466,19.898,20.846,21.136,Niedersachsen
646.,Waren (Müritz),21.306,23.326,24.102,22.044,21.051,21.061,Mecklenburg-Vorpommern
647.,Wülfrath,23.387,20.912,21.987,22.531,21.299,21.035,Nordrhein-Westfalen
648.,Westoverledingen(*),14.911,15.442,16.839,19.433,19.828,21.019,Niedersachsen
649.,Wipperfürth,13.120,20.783,21.487,23.095,23.186,21.003,Nordrhein-Westfalen
650.,Traunreut,12.145,18.516,20.838,21.403,20.658,20.977,Bayern
651.,Rees,7.805(a),17.440,18.616,21.618,22.267,20.972,Nordrhein-Westfalen
652.,Waghäusel,16.574,17.123,17.848,19.632,20.620,20.935,Baden-Württemberg
653.,Eislingen/Fils,18.106,18.235,17.934,19.886,20.364,20.885,Baden-Württemberg
654.,Coswig,20.276,28.734,25.855,24.035,21.297,20.817,Sachsen
655.,Werdau,23.133,20.513,19.241,26.077,22.616,20.793,Sachsen
656.,Germersheim,9.150(a),13.347,15.277,20.134,20.588,20.779,Rheinland-Pfalz
657.,Fröndenberg/Ruhr,17.779,20.627,21.252,22.995,21.915,20.766,Nordrhein-Westfalen
658.,Günzburg,17.820,18.509,19.066,19.599,19.561,20.707,Bayern
659.,Steinhagen(*),8.397(a),16.220,17.303,19.619,19.766,20.698,Nordrhein-Westfalen
660.,Blieskastel,6.323(a),22.561,22.612,23.149,21.885,20.656,Saarland
661.,Reichenbach im Vogtland,28.818,25.178,24.810,23.469,20.146,20.625,Sachsen
662.,Herborn,10.287,21.502,20.909,21.380,20.595,20.603,Hessen
663.,Kleinmachnow(*),14.304,13.341,11.565,15.796,19.890,20.564,Brandenburg
664.,Gauting(*),15.153,17.886,17.948,19.029,20.005,20.552,Bayern
665.,Luckenwalde,29.000,27.496,25.668,22.389,20.471,20.522,Brandenburg
666.,Traunstein,18.171,17.078,17.544,17.996,18.845,20.520,Bayern
667.,Panketal(*)34,9.109(d),8.408(b),7.684,11.542,19.132,20.519,Brandenburg
668.,Senden(*),6.094(a),14.428,15.341,19.562,20.778,20.493,Nordrhein-Westfalen
669.,Mössingen,9.327,14.208,16.907,18.986,20.039,20.480,Baden-Württemberg
670.,Duderstadt,10.943,22.846,23.021,23.156,21.722,20.466,Niedersachsen
671.,Enger,15.808,16.128,17.194,19.963,20.010,20.461,Nordrhein-Westfalen
672.,Bruchköbel,8.707(a),17.918,18.305,20.396,20.572,20.427,Hessen
673.,Wachtberg(*),11.882,16.563,17.281,18.870,20.202,20.414,Nordrhein-Westfalen
674.,Meinerzhagen,17.749,19.042,19.907,21.884,20.838,20.397,Nordrhein-Westfalen
675.,Nördlingen,19.120,18.562,18.794,19.660,19.023,20.379,Bayern
676.,Burgwedel32,5.494(a),18.573,18.314,19.861,20.487,20.369,Niedersachsen
677.,Rheinstetten33,17.348,18.814,19.405,20.333,20.552,20.340,Baden-Württemberg
678.,Nidderau,5.797,14.082,15.639,19.689,19.859,20.333,Hessen
679.,Schortens,14.523,20.119,19.485,21.299,20.691,20.329,Niedersachsen
680.,Haßloch(*),17.684,17.677,19.272,20.781,20.416,20.326,Rheinland-Pfalz
681.,Mühldorf am Inn,14.523,14.598,15.314,17.326,17.827,20.323,Bayern
682.,Stadtlohn,15.470,16.723,17.713,20.237,20.631,20.322,Nordrhein-Westfalen
683.,Wittmund,6.670(a),19.180,19.469,21.471,20.756,20.321,Niedersachsen
684.,Bad Waldsee,7.833,14.405,16.451,19.026,19.938,20.308,Baden-Württemberg
685.,Schwanewede(*),8.310,17.629,16.989,19.218,19.904,20.300,Niedersachsen
686.,Uetze(*),5.478,17.052,17.619,19.742,20.145,20.280,Niedersachsen
687.,Bad Salzungen,15.623,20.777,21.260,17.086,15.851,20.244,Thüringen
688.,Neufahrn bei Freising(*),8.735,14.165,15.137,17.452,19.046,20.223,Bayern
689.,Schifferstadt,17.148,17.250,17.909,18.893,19.375,20.193,Rheinland-Pfalz
690.,Zülpich,,16.538,17.298,19.444,20.005,20.174,Nordrhein-Westfalen
691.,Hörstel,4.940,15.542,15.772,19.371,19.883,20.141,Nordrhein-Westfalen
692.,Neustrelitz,27.806,27.201,26.124,23.333,21.207,20.140,Mecklenburg-Vorpommern
693.,Lichtenfels,11.383,20.276,20.963,21.625,20.555,20.133,Bayern
694.,Greiz,39.247,36.779,32.408,26.177,21.792,20.103,Thüringen
695.,Wilnsdorf(*),16.272,19.126,20.497,21.637,20.752,20.088,Nordrhein-Westfalen
696.,Donauwörth,17.116,17.860,17.677,18.020,18.240,20.080,Bayern
697.,Oberkirch,8.418,16.550,17.619,19.879,19.961,20.066,Baden-Württemberg
698.,Torgau,21.688,21.453,22.832,19.426,19.688,20.065,Sachsen
699.,Dillingen/Saar,11.488,20.742,21.861,21.444,20.808,20.048,Saarland
700.,Bad Schwartau,16.754,19.510,20.224,20.098,19.714,20.036,Schleswig-Holstein
